instruction,output
I would like it to be 12 characters long.,"name: generate_password
arguments:
  length: 12"
"I need to run a program called ""DataAnalysis"" with the arguments ""file1.csv"", ""file2.csv"", and ""file3.csv"".","name: execute_program
arguments:
  program_name: DataAnalysis
  arguments[3]: file1.csv,file2.csv,file3.csv"
"Hi, I need some help with my investment. I have invested $5000 at an annual interest rate of 5% and I want to know how much interest I will earn in 3 years.","name: calculate_interest
arguments:
  investment_amount: 5000
  interest_rate: 5
  investment_duration: 3"
"Hi, I need to calculate my BMI. I am 1.75m tall and weigh 70kg.


 Sure, I can help you with that. Let me calculate it for you. <|endoftext|>","name: calculate_bmi
arguments:
  height: 1.75
  weight: 70"
"Hi, I need to convert 1000 US dollars to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  from: USD
  to: EUR"
I need to convert 100 degrees Fahrenheit to Celsius. Can you help me with that?,"name: convert_temperature
arguments:
  value: 100
  from_unit: Fahrenheit
  to_unit: Celsius"
"Sure, my website URL is www.mywebsite.com.","name: generate_qr_code
arguments:
  text: www.mywebsite.com"
I'm looking for a book but I can't remember the title. The author's name is George Orwell and it was published in 1949.,"name: search_books
arguments:
  author: George Orwell
  year: 1949"
"I have chicken, bell peppers, onions, and tomatoes.","name: search_recipes
arguments:
  ingredients[4]: chicken,bell peppers,onions,tomatoes"
"Hi, I was born on 1990-05-15. Can you tell me how old I am?","name: calculate_age
arguments:
  birth_date: 1990-05-15"
I am looking for a comedy movie from 2015.,"name: search_movies
arguments:
  keywords: """"
  genre: comedy
  year: 2015"
I am looking for a gaming laptop and my budget is between $1000 and $1500.,"name: search_product
arguments:
  query: gaming laptop
  category: Electronics
  price_range:
    min: 1000
    max: 1500"
"Hi, can you tell me the distance between New York and Los Angeles?


 Sure, let me calculate that for you. <|endoftext|>","name: calculate_distance
arguments:
  start_location: New York
  end_location: Los Angeles"
"Hi, I need help with calculating my BMI. I am 1.75 meters tall and weigh 70 kilograms.


 Sure, I can help you with that. Let me calculate it for you. <|endoftext|>","name: calculate_bmi
arguments:
  height: 1.75
  weight: 70"
"The title is ""Project Report"", the description is ""Complete the final report for the project"", and the due date is ""2022-05-15"".","name: create_task
arguments:
  title: Project Report
  description: Complete the final report for the project
  due_date: 2022-05-15"
"Hi, I would like to calculate my BMI. I weigh 70 kilograms and my height is 1.75 meters.","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
"Can you tell me about the movie ""Inception""?","name: get_movie_details
arguments:
  title: Inception"
"Hi, I have a list of numbers and I need to find the average. The numbers are 5, 10, 15, 20, 25.","name: calculate_average
arguments:
  numbers[5]: 5,10,15,20,25"
I am looking for a book but I can't remember the exact title. I know it's by George Orwell.,"name: search_books
arguments:
  title: """"
  author: George Orwell"
"Hi, I would like to know my BMI. My height is 1.75 meters and I weigh 70 kilograms.","name: calculate_bmi
arguments:
  height: 1.75
  weight: 70"
I need to convert 100 degrees Fahrenheit to Celsius. Can you help me with that?,"name: convert_temperature
arguments:
  temperature: 100
  from_unit: Fahrenheit
  to_unit: Celsius"
"Sure, here they are: A, B+, A-, B, A.","name: calculate_gpa
arguments:
  grades[5]: A,B+,A-,B,A"
"Hey, I am in the mood for a good comedy movie. Can you recommend something with a rating above 7?


 Sure, let me find some recommendations for you. <|endoftext|>","name: get_movie_recommendations
arguments:
  genre: comedy
  rating: 7"
"Hi, can you check if my website is working fine? The URL is www.mywebsite.com.","name: check_website_status
arguments:
  url: www.mywebsite.com"
"Hey, can you generate a random number between 1 and 100 for me?


 Sure, I can do that. Let me generate it for you. <|endoftext|>","name: generate_random_number
arguments:
  min: 1
  max: 100"
I would like it to be 12 characters long.,"name: generate_random_password
arguments:
  length: 12"
"Hi, I need help with calculating my gross salary. My basic salary is $3000 and my allowances amount to $500.","name: calculate_gross_salary
arguments:
  basic_salary: 3000
  allowances: 500"
"The recipient's email is boss@company.com. The subject is ""Monthly Report"" and the body should say ""Dear Boss, Please find attached the monthly report for your review. Best, [User]"".","name: create_email
arguments:
  recipient: boss@company.com
  subject: Monthly Report
  body: ""Dear Boss, Please find attached the monthly report for your review. Best, [User]"""
"Hi, I have a string and I want to know how many characters it has. The string is ""Artificial Intelligence"".","name: count_characters
arguments:
  text: Artificial Intelligence"
"Hi, I need a barcode for my new product. The product code is ""123ABC"".


 Sure, I can help with that. Let me generate the barcode for you. <|endoftext|>","name: generate_barcode
arguments:
  data: 123ABC"
"Hi, I want to register with the email address john.doe@gmail.com. Can you check if it's available?","name: check_email_availability
arguments:
  email: john.doe@gmail.com"
I need to calculate the area of a square with side length 5.,"name: calculate_area
arguments:
  shape: square
  dimensions:
    side: 5"
I am looking for a book but I can't remember the title. The author's name is George Orwell.,"name: search_books
arguments:
  author: George Orwell"
I need a random number between 1 and 100.,"name: generate_random_number
arguments:
  min: 1
  max: 100"
"Hi, I have a list of numbers and I need to find the average. The numbers are 5, 10, 15, 20, 25.


 Sure, I can help with that. Let me calculate the average for you. <|endoftext|>","name: calculate_average
arguments:
  numbers[5]: 5,10,15,20,25"
"Hi, I need to convert 500 USD to EUR. Can you help me with that?","name: convert_currency
arguments:
  amount: 500
  from_currency: USD
  to_currency: EUR"
"Hi, I need to track my package. The tracking number is 123456789 and the carrier is FedEx.","name: track_package
arguments:
  tracking_number: ""123456789""
  carrier: FedEx"
"Hi, I need to convert 500 US dollars to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 500
  from_currency: USD
  to_currency: EUR"
I want it to be 12 characters long and it should include both numbers and symbols.,"name: generate_password
arguments:
  length: 12
  include_numbers: true
  include_symbols: true"
I need a random number between 1 and 100.,"name: generate_random_number
arguments:
  min: 1
  max: 100"
I would like a password that is 12 characters long and has high complexity.,"name: generate_random_password
arguments:
  length: 12
  complexity: high"
"Hi, I need to calculate my BMI. I weigh 70 kg and my height is 1.75 m.


 Sure, I can help with that. Let me calculate it for you. <|endoftext|>","name: calculate_bmi
arguments:
  weight: 70
  height: 1.75"
I need a random number between 1 and 100.,"name: generate_random_number
arguments:
  min: 1
  max: 100"
"Hi, I need to calculate the sales tax for a purchase I made. The subtotal was $200 and the tax rate is 0.07. Can you help me with that?","name: calculate_sales_tax
arguments:
  subtotal: 200
  tax_rate: 0.07"
I would like it to be 12 characters long.,"name: generate_random_password
arguments:
  length: 12"
"Hi, I need to know the distance between New York and Los Angeles.","name: calculate_distance
arguments:
  origin: New York
  destination: Los Angeles"
I saw a dress that I liked. It was originally priced at $100 but it's on a 20% discount. Can you tell me how much it will cost after the discount?,"name: calculate_discount
arguments:
  original_price: 100
  discount_percentage: 20"
"Hi, I need to convert 1000 USD to Euros. Can you help me with that?","name: convert_currency
arguments:
  amount: 1000
  from_currency: USD
  to_currency: EUR"
"Hi, can you tell me the current stock price of AAPL?","name: get_stock_price
arguments:
  stock_symbol: AAPL"
I am interested in action movies.,"name: search_movies
arguments:
  query: action movies"
The link is www.mywebsite.com.,"name: generate_qr_code
arguments:
  data: www.mywebsite.com"
"Can you analyze the sentiment of this text for me? ""I am feeling really happy today because I got a promotion at work.""","name: analyze_sentiment
arguments:
  text: I am feeling really happy today because I got a promotion at work."
I am looking for a book but I can't remember the title. The author's name is George Orwell.,"name: search_books
arguments:
  author: George Orwell"
"Yes, it had something to do with a farm.","name: search_books
arguments:
  title: farm
  author: George Orwell"
"Hi, can you tell me the current stock price of Apple?


 Sure, I can help with that. Let me fetch the information for you. <|endoftext|>","name: get_stock_price
arguments:
  symbol: AAPL"
"Hi, I need to generate a barcode for a product. The data is ""1234567890"" and I want it in the EAN-13 format.","name: generate_barcode
arguments:
  format: EAN-13
  data: ""1234567890"""
I would like it to be 10 characters long.,"name: generate_random_username
arguments:
  length: 10"
"Hi, I need to check my profile information. My user ID is 12345.","name: get_user_profile
arguments:
  user_id: ""12345"""
"Hi, I need help with calculating my profit. I sold an item for $150 which I had bought for $100.","name: calculate_profit
arguments:
  cost_price: 100
  selling_price: 150"
"I have chicken, bell peppers, onions, and tomatoes.","name: search_recipes
arguments:
  ingredients[4]: chicken,bell peppers,onions,tomatoes"
"Hi, I am currently at the coordinates 40.7128° N, 74.0060° W. Can you find me a nearby Italian restaurant in a moderate price range?


 Sure, let me find that information for you. <|endoftext|>","name: search_restaurants
arguments:
  latitude: 40.7128
  longitude: -74.006
  cuisine: Italian
  price_range: moderate"
"Hi, I need to calculate my tax. My income is $50000 and the tax rate is 20%.","name: calculate_tax
arguments:
  income: 50000
  tax_rate: 20"
I'm looking for a recipe that uses chicken and broccoli. Can you help me find one?,"name: search_recipe
arguments:
  keywords[2]: chicken,broccoli"
"Yes, it had the word ""Stone"" in it.","name: search_book
arguments:
  title: Stone
  author: J.K. Rowling"
The task is to prepare a presentation for the annual meeting. The due date is 2022-05-15 and the priority is high.,"name: create_todo
arguments:
  task: Prepare a presentation for the annual meeting
  due_date: 2022-05-15
  priority: high"
I need a random number between 1 and 100.,"name: generate_random_number
arguments:
  min: 1
  max: 100"
"Hi, I need to convert 500 USD to EUR. Can you help me with that?","name: convert_currency
arguments:
  amount: 500
  from_currency: USD
  to_currency: EUR"
"I want it to be 12 characters long. It should include uppercase letters, lowercase letters, and numbers, but no special characters.","name: generate_random_password
arguments:
  length: 12
  include_uppercase: true
  include_lowercase: true
  include_numbers: true
  include_special_characters: false"
